station,valid,lon,lat,tmpf,dwpf,relh,drct,sknt,p01i,alti,mslp,vsby,gust,skyc1,skyc2,skyc3,skyc4,skyl1,skyl2,skyl3,skyl4,wxcodes,ice_accretion_1hr,ice_accretion_3hr,ice_accretion_6hr,peak_wind_gust,peak_wind_drct,peak_wind_time,feel,metar,snowdepth
LGA,1973-08-28T21:00:00Z,-73.8803,40.7794,96.08,69.98,42.96,310,13,NA,29.87,1011.5,9,NA,SCT,BKN,   ,   ,5000,18000,NA,NA,NA,NA,NA,NA,NA,NA,NA,102.87,METAR KLGA 282100Z 31013KT 9SM SCT050 BKN180 36/21 A2987 RMK / 1270LGA8/20 SLP115 T03560211 56008,NA
LGA,1973-08-28T22:00:00Z,-73.8803,40.7794,91.94,69.98,48.84,300,12,NA,29.87,1011.5,9,NA,SCT,SCT,   ,   ,5000,20000,NA,NA,NA,NA,NA,NA,NA,NA,NA,97.8,METAR KLGA 282200Z 30012KT 9SM SCT050 SCT200 33/21 A2987 RMK LGA8/20 SLP115 T03330211,NA
LGA,1973-08-29T00:00:00Z,-73.8803,40.7794,91.04,68,46.93,310,12,NA,29.89,1012.2,9,NA,FEW,   ,   ,   ,20000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,95.13,METAR KLGA 290000Z 31012KT 9SM FEW200 33/20 A2989 RMK VALGA8/20 SLP122 T03280200,NA
LGA,1973-08-29T01:00:00Z,-73.8803,40.7794,87.98,68,51.68,300,13,NA,29.92,1013.2,9,NA,SCT,   ,   ,   ,20000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,91.63,METAR KLGA 290100Z 30013KT 9SM SCT200 31/20 A2992 RMK LGA8/20 SLP132 T03110200,NA
LGA,1973-08-29T02:00:00Z,-73.8803,40.7794,86,69.98,58.91,320,12,NA,29.94,1013.9,9,NA,SCT,   ,   ,   ,20000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90.71,METAR KLGA 290200Z 32012KT 9SM SCT200 30/21 A2994 RMK VALGA8/20 SLP139 T03000211,NA
LGA,1973-08-29T03:00:00Z,-73.8803,40.7794,84.02,69.98,62.77,320,8,NA,29.95,1014.2,9,NA,CLR,   ,   ,   ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,88.32,METAR KLGA 290300Z 32008KT 9SM CLR 29/21 A2995 RMK / VALGA8/20 SLP142 T02890211 52020,NA
LGA,1973-08-29T04:00:00Z,-73.8803,40.7794,82.94,69.98,65,360,5,NA,29.97,1014.9,9,NA,CLR,   ,   ,   ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,86.99,METAR KLGA 290400Z 36005KT 9SM CLR 28/21 A2997 RMK LGA8/20 SLP149 T02830211,NA
LGA,1973-08-29T05:00:00Z,-73.8803,40.7794,82.94,68.9,62.64,360,8,NA,29.98,1015.2,9,NA,CLR,   ,   ,   ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,86.43,METAR KLGA 290500Z 36008KT 9SM CLR 28/20 A2998 RMK WND 340V020LGA8/20 SLP152 T02830205,NA
LGA,1973-08-29T06:00:00Z,-73.8803,40.7794,80.06,69.98,71.39,340,5,NA,29.98,1015.2,8,NA,CLR,   ,   ,   ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,83.22,METAR KLGA 290600Z 34005KT 8SM CLR 27/21 A2998 RMK LGA8/20 SLP152 T02670211,NA
LGA,1973-08-29T07:00:00Z,-73.8803,40.7794,79.88,69.98,71.81,350,5,NA,30,1015.9,8,NA,CLR,   ,   ,   ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,82.97,METAR KLGA 290700Z 35005KT 8SM CLR 27/21 A3000 RMK LGA8/20 SLP159 T02660211,NA
LGA,1973-08-29T08:00:00Z,-73.8803,40.7794,77,69.98,78.96,20,3,NA,30.02,1016.6,7,NA,CLR,   ,   ,   ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,78.11,METAR KLGA 290800Z 02003KT 7SM CLR 25/21 A3002 RMK LGA8/20 SLP166 T02500211,NA
LGA,1973-08-29T09:00:00Z,-73.8803,40.7794,77,69.08,76.57,0,0,NA,30.03,1016.9,6,NA,CLR,   ,   ,   ,NA,NA,NA,NA,DZ,NA,NA,NA,NA,NA,NA,77,METAR KLGA 290900Z 00000KT 6SM DZ CLR 25/21 A3003 RMK FEW CU/ 1100LGA8/20 SLP169 T02500206 51015,NA
LGA,1973-08-29T10:00:00Z,-73.8803,40.7794,77,69.98,78.96,0,0,NA,30.04,1017.3,6,NA,CLR,   ,   ,   ,NA,NA,NA,NA,DZ,NA,NA,NA,NA,NA,NA,78.11,METAR KLGA 291000Z 00000KT 6SM DZ CLR 25/21 A3004 RMK FEW CU WLGA8/20 SLP173 T02500211,NA
LGA,1973-08-29T11:00:00Z,-73.8803,40.7794,77,70.88,81.42,10,3,NA,30.06,1018,5,NA,CLR,   ,   ,   ,NA,NA,NA,NA,DZ,NA,NA,NA,NA,NA,NA,78.23,METAR KLGA 291100Z 01003KT 5SM DZ CLR 25/22 A3006 RMK FEW CULGA8/20 SLP180 T02500216,NA
LGA,1973-08-29T12:00:00Z,-73.8803,40.7794,78.98,71.06,76.74,0,0,NA,30.07,1018.3,4,NA,SCT,   ,   ,   ,3000,NA,NA,NA,DZ,NA,NA,NA,NA,NA,NA,81.9,METAR KLGA 291200Z 00000KT 4SM DZ SCT030 26/22 A3007 RMK LGA8/20 SLP183 T02610217,NA
LGA,1973-08-29T13:00:00Z,-73.8803,40.7794,80.96,70.88,71.48,290,3,NA,30.08,1018.6,4,NA,SCT,   ,   ,   ,3000,NA,NA,NA,DZ,NA,NA,NA,NA,NA,NA,84.81,METAR KLGA 291300Z 29003KT 4SM DZ SCT030 27/22 A3008 RMK LGA8/20 SLP186 T02720216,NA
LGA,1973-08-29T14:00:00Z,-73.8803,40.7794,83.84,71.96,67.54,330,4,NA,30.09,1019,4,NA,CLR,   ,   ,   ,NA,NA,NA,NA,DZ,NA,NA,NA,NA,NA,NA,89.37,METAR KLGA 291400Z 33004KT 4SM DZ CLR 29/22 A3009 RMK FEW CULGA8/20 SLP190 T02880222,NA
LGA,1973-08-29T15:00:00Z,-73.8803,40.7794,87.98,69.08,53.64,350,4,NA,30.09,1019,5,NA,SCT,   ,   ,   ,3500,NA,NA,NA,DZ,NA,NA,NA,NA,NA,NA,92.39,METAR KLGA 291500Z 35004KT 5SM DZ SCT035 31/21 A3009 RMK 1100LGA8/20 SLP190 T03110206 51007,NA
LGA,1973-08-29T18:00:00Z,-73.8803,40.7794,91.04,68,46.93,320,5,NA,30.06,1018,6,NA,SCT,   ,   ,   ,4000,NA,NA,NA,DZ,NA,NA,NA,NA,NA,NA,95.13,METAR KLGA 291800Z 32005KT 6SM DZ SCT040 33/20 A3006 RMK LGA8/20 VA SLP180 T03280200,NA
LGA,1973-08-29T19:00:00Z,-73.8803,40.7794,91.94,68.9,47.06,310,6,NA,30.04,1017.3,6,NA,SCT,   ,   ,   ,4000,NA,NA,NA,DZ,NA,NA,NA,NA,NA,NA,96.89,METAR KLGA 291900Z 31006KT 6SM DZ SCT040 33/20 A3004 RMK LGA8/20 SLP173 T03330205,NA
LGA,1973-08-29T20:00:00Z,-73.8803,40.7794,93.9,32,11.23,340,6,NA,30.04,NA,7,NA,   ,   ,   ,   ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,88.85,METAR KLGA 292000Z 34006KT 7SM SCT040 34/M A3004 RMK VALGA8/20 SLP173 T0344////,NA
LGA,1973-08-29T21:00:00Z,-73.8803,40.7794,89.96,69.98,51.96,180,10,NA,30.03,1016.9,7,NA,BKN,   ,   ,   ,4000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,95.42,METAR KLGA 292100Z 18010KT 7SM BKN040 32/21 A3003 RMK VA/ 0 1100LGA8/20 SLP169 T03220211,NA
LGA,1973-08-29T22:00:00Z,-73.8803,40.7794,88.88,69.98,53.76,80,13,NA,30.03,1016.9,7,NA,SCT,   ,   ,   ,4000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,94.14,METAR KLGA 292200Z 08013KT 7SM SCT040 32/21 A3003 RMK VALGA8/20 SLP169 T03160211,NA
LGA,1973-08-29T23:00:00Z,-73.8803,40.7794,89.96,69.98,51.96,170,12,NA,30.03,1016.9,7,NA,SCT,   ,   ,   ,4000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,95.42,METAR KLGA 292300Z 17012KT 7SM SCT040 32/21 A3003 RMK VALGA8/20 SLP169 T03220211,NA
LGA,1973-08-30T00:00:00Z,-73.8803,40.7794,87.98,69.08,53.64,220,6,NA,30.04,1017.3,7,NA,SCT,   ,   ,   ,4000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,92.39,METAR KLGA 300000Z 22006KT 7SM SCT040 31/21 A3004 RMK VALGA 8/21 APLS OTS8/20 SLP173 T03110206,NA
LGA,1973-08-30T01:00:00Z,-73.8803,40.7794,86,68.9,56.77,230,6,NA,30.06,1018,9,NA,CLR,   ,   ,   ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,89.98,METAR KLGA 300100Z 23006KT 9SM CLR 30/20 A3006 RMK VALGA8/20 8/22 SLP180 T03000205,NA
LGA,1973-08-30T02:00:00Z,-73.8803,40.7794,84.92,68.9,58.77,210,5,NA,30.07,1018.3,8,NA,CLR,   ,   ,   ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,88.73,METAR KLGA 300200Z 21005KT 8SM CLR 29/20 A3007 RMK VALGA8/20 SLP183 T02940205,NA
LGA,1973-08-30T03:00:00Z,-73.8803,40.7794,84.92,68,56.98,230,6,NA,30.07,1018.3,8,NA,CLR,   ,   ,   ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,88.21,METAR KLGA 300300Z 23006KT 8SM CLR 29/20 A3007 RMK 110LGA8/20 SLP183 T02940200,NA
LGA,1973-08-30T04:00:00Z,-73.8803,40.7794,84.92,68,56.98,220,4,NA,30.08,1018.6,9,NA,CLR,   ,   ,   ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,88.21,METAR KLGA 300400Z 22004KT 9SM CLR 29/20 A3008 RMK LGA8/20 SLP186 T02940200,NA
LGA,1973-08-30T05:00:00Z,-73.8803,40.7794,87.98,70.88,57.04,300,4,NA,30.08,1018.6,6,NA,CLR,   ,   ,   ,NA,NA,NA,NA,DZ,NA,NA,NA,NA,NA,NA,93.79,METAR KLGA 300500Z 30004KT 6SM DZ CLR 31/22 A3008 RMK LGA8/20 SLP186 T03110216,NA
LGA,1973-08-30T06:00:00Z,-73.8803,40.7794,84.92,73.94,69.73,290,9,NA,30.07,1018.3,6,NA,CLR,   ,   ,   ,NA,NA,NA,NA,DZ,NA,NA,NA,NA,NA,NA,92.42,METAR KLGA 300600Z 29009KT 6SM DZ CLR 29/23 A3007 RMK LGA8/20 SLP183 T02940233,NA
LGA,1973-08-30T07:00:00Z,-73.8803,40.7794,84.92,71.96,65.23,310,4,NA,30.08,1018.6,6,NA,CLR,   ,   ,   ,NA,NA,NA,NA,DZ,NA,NA,NA,NA,NA,NA,90.81,METAR KLGA 300700Z 31004KT 6SM DZ CLR 29/22 A3008 RMK LGA8/20 SLP186 T02940222,NA
LGA,1973-08-30T08:00:00Z,-73.8803,40.7794,82.94,71.96,69.53,310,4,NA,30.09,1019,6,NA,CLR,   ,   ,   ,NA,NA,NA,NA,DZ,NA,NA,NA,NA,NA,NA,88.14,METAR KLGA 300800Z 31004KT 6SM DZ CLR 28/22 A3009 RMK LGA8/20 SLP190 T02830222,NA
LGA,1973-08-30T09:00:00Z,-73.8803,40.7794,84.02,71.96,67.15,310,4,NA,30.09,1019,6,NA,CLR,   ,   ,   ,NA,NA,NA,NA,DZ,NA,NA,NA,NA,NA,NA,89.62,METAR KLGA 300900Z 31004KT 6SM DZ CLR 29/22 A3009 RMK VALGA8/20 SLP190 T02890222 51005,NA
LGA,1973-08-30T10:00:00Z,-73.8803,40.7794,81.86,70.88,69.42,300,3,NA,30.09,1019,6,NA,SCT,   ,   ,   ,1000,NA,NA,NA,DZ,NA,NA,NA,NA,NA,NA,86.05,METAR KLGA 301000Z 30003KT 6SM DZ SCT010 28/22 A3009 RMK 10% K LYR W VALGA8/20 SLP190 T02770216,NA
LGA,1973-08-30T11:00:00Z,-73.8803,40.7794,81.86,71.96,72.01,310,5,NA,30.11,1019.6,5,NA,CLR,   ,   ,   ,NA,NA,NA,NA,DZ,NA,NA,NA,NA,NA,NA,86.6,METAR KLGA 301100Z 31005KT 5SM DZ CLR 28/22 A3011 RMK VALGA8/20 SLP196 T02770222,NA
LGA,1973-08-30T12:00:00Z,-73.8803,40.7794,82.94,71.96,69.53,320,6,NA,30.11,1019.6,5,NA,CLR,   ,   ,   ,NA,NA,NA,NA,DZ,NA,NA,NA,NA,NA,NA,88.14,METAR KLGA 301200Z 32006KT 5SM DZ CLR 28/22 A3011 RMK VALGA8/20 SLP196 T02830222,NA
LGA,1973-08-30T13:00:00Z,-73.8803,40.7794,84.92,71.96,65.23,320,6,NA,30.11,1019.6,5,NA,CLR,   ,   ,   ,NA,NA,NA,NA,DZ,NA,NA,NA,NA,NA,NA,90.81,METAR KLGA 301300Z 32006KT 5SM DZ CLR 29/22 A3011 RMK VALGA8/20 SLP196 T02940222,NA
LGA,1973-08-30T14:00:00Z,-73.8803,40.7794,86,70.88,60.75,310,5,NA,30.12,1020,4,NA,CLR,   ,   ,   ,NA,NA,NA,NA,DZ,NA,NA,NA,NA,NA,NA,91.37,METAR KLGA 301400Z 31005KT 4SM DZ CLR 30/22 A3012 RMK VALGA8/20 SLP200 T03000216,NA
LGA,1973-08-30T15:00:00Z,-73.8803,40.7794,89.06,69.98,53.46,300,5,NA,30.13,1020.3,5,NA,CLR,   ,   ,   ,NA,NA,NA,NA,DZ,NA,NA,NA,NA,NA,NA,94.35,METAR KLGA 301500Z 30005KT 5SM DZ CLR 32/21 A3013 RMK VALGA8/20 SLP203 T03170211 53005,NA
LGA,1973-08-30T16:00:00Z,-73.8803,40.7794,91.94,68,45.63,300,5,NA,30.11,1019.6,6,NA,CLR,   ,   ,   ,NA,NA,NA,NA,DZ,NA,NA,NA,NA,NA,NA,96.18,METAR KLGA 301600Z 30005KT 6SM DZ CLR 33/20 A3011 RMK VALGA8/20 SLP196 T03330200,NA
LGA,1973-08-30T17:00:00Z,-73.8803,40.7794,92.84,66.92,42.75,320,5,NA,30.1,1019.3,7,NA,CLR,   ,   ,   ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,96.43,METAR KLGA 301700Z 32005KT 7SM CLR 34/19 A3010 RMK VALGA8/20 ^ SLP193 T03380194,NA
LGA,1973-08-30T18:00:00Z,-73.8803,40.7794,93.92,66.02,40.07,250,7,NA,30.09,1019,7,NA,CLR,   ,   ,   ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,97.06,METAR KLGA 301800Z 25007KT 7SM CLR/// 34/19 A3009 RMK FEW CU SLP190 T03440189,NA
LGA,1973-08-30T19:00:00Z,-73.8803,40.7794,95,66.92,39.98,240,8,NA,30.08,1018.6,7,NA,CLR,   ,   ,   ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,98.98,METAR KLGA 301900Z 24008KT 7SM CLR 35/19 A3008 RMK VALGA8/20 SLP186 T03500194,NA
LGA,1973-08-30T20:00:00Z,-73.8803,40.7794,95,65.84,38.51,240,9,NA,30.07,1018.3,7,NA,SCT,   ,   ,   ,5000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,98.2,METAR KLGA 302000Z 24009KT 7SM SCT050 35/19 A3007 RMK LGA8/20 SLP183 T03500188,NA
LGA,1973-08-30T21:00:00Z,-73.8803,40.7794,93.92,68,42.91,270,11,NA,30.07,1018.3,7,NA,SCT,   ,   ,   ,5000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,98.52,METAR KLGA 302100Z 27011KT 7SM SCT050 34/20 A3007 RMK / 1100LGA8/20 SLP183 T03440200 56007,NA
LGA,1973-08-30T22:00:00Z,-73.8803,40.7794,91.94,68.9,47.06,250,12,NA,30.07,1019.3,7,NA,SCT,   ,   ,   ,5000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,96.89,METAR KLGA 302200Z 25012KT 7SM SCT050 33/20 A3007 RMK LGA8/20 VA SLP193 T03330205,NA
LGA,1973-08-30T23:00:00Z,-73.8803,40.7794,90.86,68.9,48.68,260,8,NA,30.06,1018,7,NA,SCT,   ,   ,   ,5000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,95.61,METAR KLGA 302300Z 26008KT 7SM SCT050 33/20 A3006 RMK LGA8/20 VA SLP180 T03270205,NA
LGA,1973-08-31T00:00:00Z,-73.8803,40.7794,89.96,69.08,50.39,250,8,NA,30.07,1018.3,7,NA,CLR,   ,   ,   ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,94.7,METAR KLGA 310000Z 25008KT 7SM CLR 32/21 A3007 RMK VALGA 8/23 LOC/GP OTS8/20 SLP183 T03220206,NA
LGA,1973-08-31T01:00:00Z,-73.8803,40.7794,87.98,69.98,55.31,260,7,NA,30.09,1019,7,NA,CLR,   ,   ,   ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,93.07,METAR KLGA 310100Z 26007KT 7SM CLR 31/21 A3009 RMK VALGA8/20 8/23 SLP190 T03110211,NA
LGA,1973-08-31T02:00:00Z,-73.8803,40.7794,86.9,70.88,59.03,290,8,NA,30.11,1019.6,7,NA,CLR,   ,   ,   ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,92.47,METAR KLGA 310200Z 29008KT 7SM CLR 31/22 A3011 RMK VALGA8/20 SLP196 T03050216,NA
LGA,1973-08-31T03:00:00Z,-73.8803,40.7794,84.02,71.96,67.15,300,6,NA,30.13,1020.3,7,NA,CLR,   ,   ,   ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,89.62,METAR KLGA 310300Z 30006KT 7SM CLR 29/22 A3013 RMK / VALGA8/20 SLP203 T02890222 52020,NA
LGA,1973-08-31T04:00:00Z,-73.8803,40.7794,82.94,69.98,65,310,5,NA,30.14,1020.7,7,NA,CLR,   ,   ,   ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,86.99,METAR KLGA 310400Z 31005KT 7SM CLR 28/21 A3014 RMK VALGA8/20 SLP207 T02830211,NA
LGA,1973-08-31T05:00:00Z,-73.8803,40.7794,NA,NA,NA,360,NA,NA,30.14,NA,6,NA,   ,   ,   ,   ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,METAR KLGA 310500Z 220//KT 6SM CLR M/M A3014 RMK LGA8/20 SLPNO T////////,NA
LGA,1973-08-31T06:00:00Z,-73.8803,40.7794,80.96,69.08,67.22,310,4,NA,30.13,1020.3,6,NA,CLR,   ,   ,   ,NA,NA,NA,NA,DZ,NA,NA,NA,NA,NA,NA,84.1,METAR KLGA 310600Z 31004KT 6SM DZ CLR 27/21 A3013 RMK LGA8/20 SLP203 T02720206,NA
LGA,1973-08-31T07:00:00Z,-73.8803,40.7794,81.86,68.9,64.88,0,0,NA,30.13,1020.3,6,NA,CLR,   ,   ,   ,NA,NA,NA,NA,DZ,NA,NA,NA,NA,NA,NA,85.14,METAR KLGA 310700Z 00000KT 6SM DZ CLR 28/20 A3013 RMK LGA8/20 SLP203 T02770205,NA
LGA,1973-08-31T08:00:00Z,-73.8803,40.7794,80.96,69.98,69.32,0,0,NA,30.14,1020.7,6,NA,CLR,   ,   ,   ,NA,NA,NA,NA,DZ,NA,NA,NA,NA,NA,NA,84.44,METAR KLGA 310800Z 00000KT 6SM DZ CLR 27/21 A3014 RMK LGA8/20 SLP207 T02720211,NA
LGA,1973-08-31T09:00:00Z,-73.8803,40.7794,80.06,69.98,71.39,0,0,NA,30.14,1020.7,5,NA,CLR,   ,   ,   ,NA,NA,NA,NA,DZ,NA,NA,NA,NA,NA,NA,83.22,METAR KLGA 310900Z 00000KT 5SM DZ CLR 27/21 A3014 RMK / 103LGA8/20 SLP207 T02670211,NA
LGA,1973-08-31T10:00:00Z,-73.8803,40.7794,78.98,69.98,73.97,290,4,NA,30.16,1021.3,5,NA,SCT,   ,   ,   ,4000,NA,NA,NA,DZ,NA,NA,NA,NA,NA,NA,81.69,METAR KLGA 311000Z 29004KT 5SM DZ SCT040 26/21 A3016 RMK LGA8/20 SLP213 T02610211,NA
LGA,1973-08-31T11:00:00Z,-73.8803,40.7794,77.9,70.9,79.09,300,5.04,NA,30.18,NA,10.5,NA,   ,   ,   ,   ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80.1,METAR KLGA 311100Z 30005KT 21/2SM FUDZ SCT080 25/22 A3018 RMK SFC VSBY 3LGA8/20 SLP220 T02550216,NA
LGA,1973-08-31T12:00:00Z,-73.8803,40.7794,80.1,71.1,74.07,290,4,NA,30.19,NA,10.5,NA,   ,   ,   ,   ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,83.64,METAR KLGA 311200Z 29004KT 21/2SM FUDZ CLR 27/22 A3019 RMK LGA8/20 SLP224 T02670217,NA
LGA,1973-08-31T13:00:00Z,-73.8803,40.7794,84.9,70,61.06,50,5.04,NA,30.18,NA,10.5,NA,   ,   ,   ,   ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,89.4,METAR KLGA 311300Z 05005KT 21/2SM FUDZ CLR 29/21 A3018 RMK SFC VSBY 3LGA8/20 SLP220 T02940211,NA
LGA,1973-08-31T14:00:00Z,-73.8803,40.7794,88,70.9,57.04,50,7.04,NA,30.19,NA,10.5,NA,   ,   ,   ,   ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,93.83,METAR KLGA 311400Z 05007KT 21/2SM FUDZ CLR 31/22 A3019 RMK SFC VSBY 3LGA8/20 SLP224 T03110216,NA
LGA,1973-08-31T15:00:00Z,-73.8803,40.7794,89.1,72,57.18,50,7.04,NA,30.19,NA,4,NA,   ,   ,   ,   ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,96.17,METAR KLGA 311500Z 05007KT 4SM FUDZ CLR 32/22 A3019 RMK / VALGA8/20 SLP224 T03170222 55000,NA
LGA,1973-08-31T16:00:00Z,-73.8803,40.7794,91.9,70,48.93,50,7.04,NA,30.18,NA,4,NA,   ,   ,   ,   ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,97.77,METAR KLGA 311600Z 05007KT 4SM FUDZ CLR 33/21 A3018 RMK VALGA8/20 8/24 SLP220 T03330211,NA
LGA,1973-08-31T17:00:00Z,-73.8803,40.7794,91.9,68,45.69,50,8,NA,30.17,NA,4,NA,   ,   ,   ,   ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,96.13,METAR KLGA 311700Z 05008KT 4SM FUDZ SCT040 33/20 A3017 RMK VALGA8/20 8/24 SLP217 T03330200,NA
LGA,1973-08-31T18:00:00Z,-73.8803,40.7794,93,69.1,45.85,180,6,NA,30.17,NA,4,NA,   ,   ,   ,   ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,98.32,METAR KLGA 311800Z 18006KT 4SM FUDZ SCT040 34/21 A3017 RMK VALGA8/20 8/24 SLP217 T03390206,NA
LGA,1973-08-31T19:00:00Z,-73.8803,40.7794,93.9,68,42.93,160,11.04,NA,30.14,NA,4,NA,   ,   ,   ,   ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,98.5,METAR KLGA 311900Z 16011KT 4SM FUDZ SCT040 34/20 A3014 RMK VALGA8/20 8/24 SLP207 T03440200,NA
LGA,1973-08-31T20:00:00Z,-73.8803,40.7794,91.9,66.9,43.99,180,12,NA,30.12,NA,4,NA,   ,   ,   ,   ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,95.33,METAR KLGA 312000Z 17012KT 4SM FUDZ SCT040 33/19 A3012 RMK VALGA8/20 8/24 SLP200 T03330194,NA
LGA,1973-08-31T21:00:00Z,-73.8803,40.7794,91,68,46.99,180,12,NA,30.13,NA,4,NA,   ,   ,   ,   ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,95.08,METAR KLGA 312100Z 18012KT 4SM FUDZ OVC/// 33/20 A3013 RMK HK2/VA/ 514LGA8/20 8/24 SLP203 T03280200,NA
LGA,1973-08-31T22:00:00Z,-73.8803,40.7794,88.9,68,50.2,200,14,NA,30.14,NA,4,NA,   ,   ,   ,   ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,92.67,METAR KLGA 312200Z 20014KT 4SM FUDZ OVC/// SCT250 32/20 A3014 RMK HK2/VALGAIXWP IXWR SLP207 T03160200,NA
LGA,1973-08-31T23:00:00Z,-73.8803,40.7794,88,66.9,49.73,200,12,0.22,30.15,NA,4,NA,   ,   ,   ,   ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90.95,METAR KLGA 312300Z 20012KT 4SM FUDZ OVC/// BKN250 31/19 A3015 RMK HK4/TCU NWLGA8/20 8/24 SLP210 P0022 T03110194,NA
LGA,1973-08-31T23:01:00Z,-73.8803,40.7794,NA,NA,NA,300,19,NA,30.19,NA,2,28,BKN,BKN,NA,NA,4400,24600,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,KLGA 312301Z AUTO 30019G28KT 2SM BKN044 BKN246 A3019 RMK IEM_DS3505,NA
LGA,1973-08-31T23:06:00Z,-73.8803,40.7794,NA,NA,NA,310,23,NA,30.21,NA,2,NA,BKN,BKN,NA,NA,4400,24600,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,KLGA 312306Z AUTO 31023KT 2SM BKN044 BKN246 A3021 RMK IEM_DS3505,NA
LGA,1973-08-31T23:24:00Z,-73.8803,40.7794,NA,NA,NA,320,21,NA,30.2,NA,4,NA,BKN,BKN,NA,NA,4400,24600,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,KLGA 312324Z AUTO 32021KT 4SM BKN044 BKN246 A3020 RMK IEM_DS3505,NA
LGA,1973-09-01T00:00:00Z,-73.8803,40.7794,77,64.04,64.3,310,16,NA,30.21,1023,7,NA,SCT,OVC,CLR,CLR,4400,9800,NA,NA,NA,NA,NA,NA,NA,NA,NA,77,KLGA 010000Z AUTO 31016KT 7SM SCT044 OVC098 CLR CLR 25/18 A3021 RMK 60024 70024 SLP230 T02500178 53027 IEM_DS3505,NA
LGA,1973-09-01T01:00:00Z,-73.8803,40.7794,78.98,63.86,59.86,340,11,NA,30.21,1023,10,NA,SCT,OVC,NA,NA,4400,9800,NA,NA,NA,NA,NA,NA,NA,NA,NA,78.98,KLGA 010100Z AUTO 34011KT 10SM SCT044 OVC098 26/18 A3021 RMK SLP230 T02610177 IEM_DS3505,NA
LGA,1973-09-01T02:00:00Z,-73.8803,40.7794,77,62.96,61.91,120,9,NA,30.18,1022,10,NA,SCT,BKN,NA,NA,9800,24600,NA,NA,NA,NA,NA,NA,NA,NA,NA,77,KLGA 010200Z AUTO 12009KT 10SM SCT098 BKN246 25/17 A3018 RMK SLP220 T02500172 IEM_DS3505,NA
LGA,1973-09-01T03:00:00Z,-73.8803,40.7794,75.92,62.96,64.17,110,7,NA,30.2,1022.7,9,NA,SCT,BKN,CLR,CLR,4900,9800,NA,NA,NA,NA,NA,NA,NA,NA,NA,75.92,KLGA 010300Z AUTO 11007KT 9SM SCT049 BKN098 CLR CLR 24/17 A3020 RMK SLP227 T02440172 55003 IEM_DS3505,NA
